scheme_code,aum
101209,47.7759
101222,117.1134
101228,12403.7675
101262,5136.2587
101263,16.7876
101264,382.6014
101271,13.63
101281,1868.3902
101295,521.1461
101303,6.0509
101304,559.8035
101305,7.126900000000001
101306,4.8543
101313,9.4986
101314,278.6517
101316,11.6367
101317,7823.955699999999
101349,2763.8262
101351,2.7521
101356,6.7628
101357,757.7502000000001
101373,2408.7459
101407,0.0124
101408,0.2852
101491,327.6565
101525,5338.718000000001
101530,1664.4861
101538,738.6822999999999
101539,10922.1298
101547,3.1043000000000003
101548,691.9481
101549,0.1883
101551,3785.7421
101585,3865.8069
101586,84.45790000000001
101587,1.6003
101588,88.9084
101591,185.7025
101592,5093.17
101593,176.31009999999998
101594,1479.3427
101609,4.2095
101617,25.1117
101618,46.6479
101619,8270.4562
101635,5061.303
101636,170.0943
101656,1123.067
101657,30.3648
101659,299.6105
101665,2396.9616
101667,4.6085
101669,1.19
101672,6193.374
101685,30.9763
101686,1.9181
101705,26545.5609
101706,185.49830000000003
101714,4.3924
101737,224.8209
101738,1100.8323
101746,98.4249
101758,7588.0402
101762,63522.07
101763,1526.2089999999998
101764,5743.7778
101765,392.8427
101766,1347.9417
101802,4539.818499999999
101804,8.5161
101805,0.0974
101806,9.6033
101816,67.7033
101818,1062.4586
101823,512.3684
101824,6574.1432
101829,0.9127
101830,359.8541
101833,88.75959999999999
101834,2869.7333000000003
101837,133.4399
101838,0.1921
101839,0.8698
101840,1.6564
101843,9.0198
101844,2052.4087
101847,4409.4313
101852,282.8591
101853,931.3592
101862,5952.2343
101863,5.0566
101864,187.3098
101866,3.3466000000000005
101867,1.1223999999999998
101868,1.8708
101869,37.0599
101872,350.0711
101873,6.1579
101874,0.815
101875,0.7597
101892,13.8121
101893,4000.9574
101906,107.8282
101922,11212.922
101923,192.4314
101932,0.0209
101934,0.1377
101950,0.0052
101951,0.2080999999999999
101952,1.0595
101970,0.1107
101971,8.4756
101972,0.1684
101973,3.0238
101974,147.8166
101976,6478.7032
101979,12616.2813
101980,1106.647
101986,2.0776
101989,2096.6784
101990,4.5248
101993,9512.903
101994,24.8602
101995,16.5069
101996,3404.067
101997,12.907
102000,27484.2038
102001,1191.608
102007,0.7837999999999999
102008,0.836
102009,1.1916
102010,2.1011
102011,0.8295999999999999
102012,3690.1843
102013,1.8785
102020,2530.4958
102021,178.99419999999998
102036,207.7299
102053,3477.9299
102054,11.3632
102118,2.3642
102133,92.424
102134,6.169700000000001
102135,7776.453299999999
102136,3.5892
102137,25712.198900000003
102138,2.8747000000000003
102139,607.7347
102140,2.5077000000000003
102141,64.3943
102142,1231.742
102143,2.6551
102147,2440.7652
102148,145.4691
102149,124.0478
102172,624.342
102173,40.4905
102174,22.87
102205,2723.8489
102206,21.4986
102251,553.3317
102252,4185.5586
102260,11.1286
102261,9.6619
102262,101.647
102266,5.3912
102267,1056.0731
102272,2041.0244
102273,34.5793
102326,261.9691
102328,4500.8925
102330,2445.5354
102331,33.0327
102393,1076.1079
102394,9103.4039
102395,1435.7301
102396,594.2517
102397,163.9168
102398,3180.0018
102401,1052.9712
102402,137.58530000000002
102414,32693.4155
102428,183.81
102431,5751.7606000000005
102432,6.8889
102433,193.3417
102434,4246.5822
102435,199.027
102442,0.0016
102443,0.0279999999999999
102448,147.3951
102450,3.2465
102452,8385.9715
102453,54.0837
102503,8005.618100000001
102504,7.9435
102505,1838.5492
102506,6.505800000000001
102509,10.3156
102510,170.4894
102511,1.7027
102512,12.0994
102514,0.0747
102528,5961.796899999999
102529,113.7687
102531,1.9592
102532,1734.1828
102533,1.816
102534,233.2138
102535,1229.2189
102536,72.2233
102538,0.1642
102539,0.5670000000000001
102540,14.0207
102541,0.6926000000000001
102544,1765.2734
102545,1.0421
102573,31.2683
102574,1685.9438
102591,2179.8106
102592,23.0245
102594,40122.1434
102595,819.1272
102672,4206.1167
102673,676.6119
102675,1.0499
102676,0.3529
102677,1.3793
102741,3400.2968
102751,2228.4737
102752,0.2996
102753,21.0402
102756,29636.1554
102760,16043.2706
102761,117.094
102765,453.634
102766,13.7765
102767,915.7385
102823,2549.377
102846,8195.6978
102847,0.6692
102848,217.3071
102849,1352.3339999999998
102851,8.652899999999999
102860,12.6121
102874,150.1535
102875,11495.499199999998
102883,2783.5115
102884,391.4924
102885,72494.8446
102913,316.2656
102914,1.6191
102915,0.2916
102920,18757.6568
102921,134.9088
102941,17302.2366
102942,343.5244
102947,990.8804
102948,17325.3269
103024,28203.478
103025,1412.5932999999998
103026,2169.5394
103034,4696.9686
103039,64.2196
103040,3148.2951000000003
103048,5089.2908
103050,41.7112
103051,0.804
103052,130.0719
103085,7757.0669
103086,193.05650000000003
103097,1751.7106
103098,7019.3223
103110,100.0096
103111,5273.249699999999
103114,394.2626
103130,28.8664
103131,4775.849
103140,0.3449
103145,573.9638
103146,147.0934
103149,3900.3441
103150,318.9946
103151,7120.1013
103154,619.052
103155,5628.6947
103158,5.665900000000001
103159,514.5187999999999
103160,13.3903
103164,775.6299
103165,388.8598
103166,18923.4775
103167,95.1755
103168,2791.9691
103173,669.0582
103174,23243.6151
103176,8.5816
103178,6896.911
103183,23.2864
103191,0.0001
103192,6862.6577
103193,10.659
103195,2.5439
103196,12340.4781
103197,1084.5567999999998
103215,15854.738899999998
103216,378.0077
103225,507.8911
103226,0.4073
103227,0.3734
103228,2.5237
103233,393.12410000000006
103234,22026.7708
103308,176.93240000000003
103309,6265.4268
103312,805.5559
103313,78.5124
103338,207.3371
103339,4802.7453000000005
103340,12589.4555
103342,85.8321
103343,126.1676
103347,4112.6063
103348,20.2328
103349,1.9854
103360,9790.1761
103361,219.7119
103389,35.8762
103390,654.1727999999999
103400,13.018
103401,11.4965
103408,12640.9924
103409,21.9472
103475,92.4934
103476,832.4385000000001
103490,1050.3048
103491,54.296800000000005
103504,36967.073
103616,1039.3776
103633,8209.6115
103634,6.6512
103635,5.9166
103678,1801.2188
103679,349.99339999999995
103734,539.9519
103735,0.9315
103736,4.6534
103743,68.1366
103780,52.344
103819,13727.3486
103820,257.8191
103883,2566.9878
103884,5.775
103885,2.914
104074,17.905
104075,3939.4131
104138,1717.3609
104139,165.1893
104140,4.417
104457,18722.3677
104458,51.1488
104481,15494.9545
104482,249.882
104484,0.6892
104485,0.6434000000000001
104486,1273.1871
104488,1.7925
104489,0.1416
104492,0.6363
104513,1735.6227
104514,9.936
104523,3884.5047
104559,1.4275
104635,72.5223
104636,2132.4041
104637,7307.701899999999
104638,464.5275
104681,55.048100000000005
104683,13223.8455
104685,52740.8481
104686,565.4495
104722,0.0701
104725,0.2159
104726,397.8746
104728,0.6347
104729,0.1602
104772,11530.9722
104773,769.9434
104907,296.7812
104908,44328.5434
105000,196.0246
105001,5319.5351
105024,0.0323
105025,0.0868
105067,57.9282
105080,13.0646
105185,178.5716
105189,0.0265
105190,0.1536
105191,0.5643
105192,0.1002
105274,0.0227999999999999
105275,0.0458999999999999
105280,8387.8363
105281,54.7976
105282,5.956900000000001
105283,7.6651
105417,5.3132
105418,1.79
105459,87.3374
105460,13487.8209
105463,3155.7494
105503,7141.6455000000005
105504,39.529
105543,20.3333
105548,115.7619
105578,2.0318
105603,7530.038100000001
105604,11.8702
105605,3.4268
105627,0.7152
105628,23525.7331
105637,0.0018
105639,0.0154
105658,1.1468
105659,0.627
105660,0.0151
105661,2.1586000000000003
105662,0.1303
105663,0.0818
105667,0.1878999999999999
105668,13.4166
105669,418.2748
105670,0.0805
105689,1.9959
105692,0.2951
105757,951.8463
105758,66026.0097
105804,4010.9207
105805,66.5971
105817,9526.8389
105822,1.7075
105823,210.2074
105856,0.2004
105857,0.6003000000000001
105875,9609.5882
105878,0.0116999999999999
105881,3.1977999999999995
105887,18.668
105888,28.3766
105967,135.1677
105968,27307.9232
105989,12182.5181
106095,240.532
106096,3489.8911
106143,101.8001
106144,6892.619699999999
106157,0.2492
106166,8404.2643
106167,1682.3712
106168,53.1275
106169,8.1849
106170,670.5586999999999
106171,0.1295
106172,0.2525
106177,379.473
106179,0.5921
106183,13.5346
106185,0.2648
106186,2.7416
106193,14590.4935
106212,4925.3188
106213,62.2032
106214,4.5651
106215,0.5718
106216,3.6191
106217,3.6872
106221,1.3982
106222,0.8531
106227,4.587
106228,0.9668
106229,0.0454
106230,0.0118
106231,3312.914
106232,1.2941999999999998
106233,6.0533
106234,0.5841
106235,32446.3709
106236,851.1703
106240,3.2869
106260,3.8742
106316,143.5197
106317,764.569
106369,17.8567
106370,113.3727
106383,1.1874
106384,16.4615
106425,600.7751000000001
106426,67.892
106441,289.9386
106442,14.7495
106596,46.2632
106597,817.2898
106624,695.8097
106653,12.0031
106654,765.539
106793,8055.974399999999
106822,49.6746
106823,6375.1637
106838,25.7219
106839,4.2745
106840,9.8373
106841,2374.6644
106871,1088.4742
106872,31.8682
106873,181.6156
106929,2380.6792
106979,184.5622
106980,4.7495
107287,18.0602
107288,158.0428
107352,37.865
107353,3596.2138
107409,3.8825
107410,241.4273
107471,0.0141999999999999
107472,0.005
107476,0.0006
107477,87.0034
107524,1602.4472
107525,57.478
107578,23786.6883
107579,284.53
107693,683.6716
107700,0.2536
107701,0.349
107702,0.0654
107704,0.3649
107705,982.885
107745,11048.3599
107763,555.697
107764,11.6915
107988,228.4996
107989,3.3585000000000003
108166,66.6329
108167,5426.0733
108202,998.4919
108203,25.9457
108249,59.1507
108252,8.910499999999999
108258,0.0382
108272,2.8042
108273,2175.491
108274,6.2153
108377,16.7745
108378,1214.9402
108402,21.4764
108403,1.0514
108465,709.3903999999999
108466,50404.3945
108479,80.08800000000001
108511,1229.2522
108544,0.3137999999999999
108545,474.629
108546,0.5621
108547,0.2257999999999999
108557,1.2675
108558,0.1038
108559,0.2764
108561,5.792999999999999
108592,1670.6524
108593,39.1497
108594,6385.814200000001
108595,216.9007
108596,11180.4496
108597,149.4669
108632,1421.9201
108633,4.6153
108634,0.3026999999999999
108635,2.0031
108644,0.5359
108646,0.1244
108650,5.604
108675,0.284
108690,1904.5739
108691,0.5904
108692,2.7158999999999995
108693,1.1616
108701,2.7109
108713,4.9612
108727,1.9973
108728,1048.1975
108729,0.5718
108730,0.3653
108731,0.6406000000000001
108753,102.5428
108756,1292.6123
108757,4.6932
108763,0.569
108764,6.500900000000001
108765,406.596
108766,0.3116
108767,15.853599999999998
108768,3294.298
108799,1611.0938
108800,55.1704
108845,3133.6995
108847,17.8558
108908,160.7319
108909,8676.4951
108992,3.5206
108995,270.7335
109010,24.925500000000003
109058,34.7384
109059,1375.9719
109108,1.0822
109254,302.18240000000003
109255,0.3666
109264,0.0789
109269,72.0637
109274,1.0897
109275,454.1785
109349,2.6632
109350,2.4259
109351,0.9274
109353,1180.8494
109366,0.2612
109370,0.5412
109371,354.51480000000004
109372,0.4675999999999999
109445,5175.8711
109446,77.9788
109472,3.0954
109473,0.486
109501,3.4844
109522,2728.9578
109523,56.6112
109716,0.1346
109717,3.4092
109720,572.0799
109721,2.6206
109723,3.8341
109724,0.9677
109740,1043.6215
109741,0.8973
109743,0.7514
109830,3094.045
109831,7.3876
110282,1.7838
110490,0.1441
110598,1.5752000000000002
110599,4.4877
110601,0.0921
110603,383.5335
110604,0.1788
110606,0.1017
110607,8.5924
110608,0.3278
111343,0.0632
111521,14.2085
111523,1.0561
111524,1487.941
111525,894.7781
111527,0.9615
111545,28.6633
111549,174.6979
111550,9.3512
111569,4831.5976
111570,205.1038
111585,129.5546
111589,0.9049
111590,0.391
111599,5768.3313
111602,182.9079
111638,389.9757
111639,18.2349
111640,6.1441
111642,1.4761000000000002
111644,1.1901000000000002
111645,0.7561
111646,1681.9425
111647,40.6794
111675,0.3674
111676,3.2336
111704,952.0214
111705,0.1432
111707,2.0199000000000003
111708,30.0795
111709,1.5253
111710,804.1764
111711,0.4297999999999999
111712,53.67060000000001
111713,0.7249
111714,0.0939
111715,0.0279
111716,0.6625
111717,0.0029
111722,5941.2162
111743,0.0051
111744,3.4156
111745,1.2383
111746,2.7292
111747,16.2617
111748,26.3953
111749,4.7882
111750,1.003
111751,0.3989999999999999
111752,0.3062
111753,3305.5683000000004
111754,4.8824000000000005
111786,0.0698
111787,182.6245
111788,8.7085
111803,1612.1220999999998
111809,6.5728
111811,3.5527
111812,6.3536
111848,0.0037
111903,0.0113
111935,0.5099
111936,9.9571
111937,0.0802
111938,0.4426
111939,0.3483
111940,1164.4189
111954,22776.4711
111957,10152.9784
111958,61.413
111962,81.6507
111963,0.336
111970,0.1341
111971,0.9349
111987,5294.6868
111991,27.405900000000003
111992,16.363599999999998
112012,0.0725
112013,0.0445
112014,0.0001
112016,0.0001
112038,1.904
112039,115.0255
112076,3.6683
112077,4860.2185
112083,0.6548
112087,30.3923
112088,7858.8685
112089,707.1467
112090,37451.6853
112092,2162.6953
112096,5525.263000000001
112097,9.4557
112098,1365.2593
112099,12.103
112108,2902.2006
112109,130.5255
112117,10075.3436
112118,51.2994
112120,0.5771000000000001
112122,0.156
112123,779.812
112125,0.0861
112126,32.2364
112127,5.9687
112152,1640.2572
112153,28.7908
112171,824.3247
112173,21.2048
112210,6799.1072
112211,55.1095
112212,6.7839
112213,8.9751
112214,1767.4219
112215,7.999199999999999
112216,16.930999999999997
112217,1.2298
112218,108.665
112277,19435.1475
112278,207.6979
112293,109.8182
112322,643.028
112323,22096.4683
112327,3.7689
112328,0.4439
112329,12.1916
112330,3.5769
112331,1.0024
112332,14.3147
112340,4.1733
112341,0.3954999999999999
112342,2760.2252000000003
112347,4.1631
112351,3194.7129
112352,2.6828
112353,79.38600000000001
112354,2108.5892000000003
112355,2.0833
112356,1.6697
112359,532.3606
112360,1.884
112361,5.5173000000000005
112368,694.7789
112369,1.4378
112378,16.0301
112635,0.457
112636,15.3589
112645,0.0771
112646,0.0906
112647,0.1644999999999999
112712,0.0327
112713,0.2153999999999999
112714,0.0012
112717,1.3781
112718,0.0019
112719,0.0227999999999999
112720,0.4075
112721,1.2354
112722,0.0365
112723,0.1547
112868,13.9023
112870,2.6412
112877,378.8632
112878,4.8476
112901,1984.1402
112923,100.8484
112924,208.1202
112925,4.4245
112926,0.2084
112927,0.7761
112931,237.9684
112932,25550.9979
112936,3351.4979
112937,153.9639
112938,558.776
112941,7.337899999999999
112942,0.4567
112948,1.8753
112949,0.4182
112957,2190.8206
112958,18.6574
113032,56.4538
113036,150.2687
113037,0.9971
113047,5190.4841
113048,8.5677
113049,22916.6973
113064,1400.6128
113065,443.7975
113069,56.723
113070,7458.320799999999
113071,16.3371
113076,23674.7984
113077,278.5053
113078,4.4417
113097,18.5632
113098,5.902200000000001
113099,2404.0763
113134,406.9976
113137,18.9649
113144,0.5532
113153,143.9308
113169,1.0862
113177,45272.2292
113178,5.0074000000000005
113179,381.0395
113218,5.231
113221,9638.2492
113222,113.5728
113269,160.3164
113270,0.0165
113271,0.8759999999999999
113294,0.5844
113295,1.5975
113296,612.712
113297,0.0917999999999999
113298,4.3941
113299,1.5116
113300,3.5618
113307,20.5143
113345,6337.6708
113346,11.7546
113361,1.4878
113403,2.5014
113434,4996.4636
114239,3849.4086
114240,16.5004
114297,2.8771
114348,9.6644
114359,389.7328
114360,0.3235
114361,0.0737
114362,0.2588
114456,759.0508
114457,182.7671
114458,7804.0451
114476,1108.9203
114477,24.152
114564,20107.0703
114565,118.5456
114616,4557.8596
114617,109.5431
114757,37.2052
114758,4105.6867
114858,25.362
114859,1767.9858
114930,21.773200000000003
114931,3624.7473
114984,11276.3392
115068,381.3959
115069,1.1419
115077,232.9604
115078,4.7649
115079,1.32
115091,1.0238
115092,6570.659100000001
115094,27.5252
115116,122.6333
115117,1.7474
115127,2683.3217
115131,0.2807
115132,394.3735
115270,2197.0833
115284,94.4571
115290,18.354
115294,120.6438
115398,537.6837
115399,0.1032
115400,0.0901
115401,0.7101999999999999
115402,0.0678
115458,0.0105
115464,0.2213
115483,0.2804
115489,0.1012
115505,10.6465
115510,0.7298
115511,1.804
115512,3189.5438
115515,0.3364
115676,6521.612099999999
115677,104.4811
115833,3024.6914
115834,15.0008
115874,0.0232
115897,1212.4669
115898,22.3801
115934,5915.3165
115942,1739.4945
115943,1743.9
115944,131.8415
115991,28.2997
115992,0.1875
115993,0.0822
115994,0.0155
115995,0.0825999999999999
116020,0.0605
116051,811.6905
116052,19.0861
116075,4.3325
116077,247.7315
116109,0.0438999999999999
116110,0.098
116174,6.7924
116413,0.0607
116470,0.2652
116471,137.244
116472,0.0596999999999999
116484,0.1454
116485,79.795
116488,0.2592
116547,82.08930000000001
116548,9.7312
116555,71.0458
116556,0.6355
116632,87.93969999999999
116633,2632.4626000000003
116653,0.0069999999999999
116795,11.956600000000002
116796,1085.3902
116894,979.0966
116895,1.1138
116896,0.2678999999999999
117061,1.2193
117063,1.1771
117312,7.690499999999999
117313,1.0392
117446,3457.4855
117447,1.1644
117448,1.1188
117449,10.808
117547,1.4138
117549,366.61980000000005
117559,64.9773
117560,8464.3169
117608,71.3475
117619,38.4497
117620,1876.1954
117691,578.2405
117692,7.338999999999999
117715,1.4577
117716,597.065
117867,0.0312
117868,0.053
117973,0.0065
117974,11.8554
117981,209.5225
117982,2.2601
117994,0.0388
117995,0.1938
117998,6.831799999999999
118211,0.3878
118232,60.8154
118233,0.3652
118234,0.0550999999999999
118267,202.9318
118268,3.2638
118269,7069.0737
118270,53.526
118271,48.3129
118272,960.4637
118273,245.0942
118274,1.4335
118275,1773.1447
118276,9.4673
118277,44.0733
118278,5534.7572
118281,0.3021
118282,26.5439
118283,0.6227
118284,16.7872
118285,2411.1616
118286,39.8099
118291,1031.0445
118292,0.1071
118293,0.3395
118294,0.0318
118295,0.4757
118298,0.1268
118299,69.25319999999999
118304,1.018
118305,5099.1655
118306,0.9048
118307,0.7829
118308,0.445
118309,280.9603
118310,0.888
118311,4.1160000000000005
118315,0.8341
118316,0.0118999999999999
118317,152.55870000000002
118318,0.0902
118319,0.0197
118320,157.4708
118321,1.3366
118322,0.1253
118363,0.2668
118364,15095.1043
118365,0.6547
118366,19.1741
118367,0.7333
118368,0.2382
118369,0.0698
118370,0.0542
118371,4616.0346
118372,0.1009999999999999
118373,0.0127
118383,0.4882999999999999
118384,13125.8895
118385,0.0291
118386,0.0634
118387,234.87080000000003
118388,0.2276999999999999
118389,0.0833
118390,0.2688
118393,0.0372
118394,51.8235
118395,0.03
118396,0.1489
118399,0.0237999999999999
118400,0.0025
118401,312.3462
118402,0.0161
118403,0.1055
118405,0.2167
118406,0.3522
118407,6759.2888
118408,0.0293
118409,0.0055
118410,1245.2703
118411,0.0053
118412,0.0019
118413,0.081
118414,0.1755999999999999
118415,0.0695
118416,746.8125
118417,0.2264999999999999
118418,0.7127
118419,2888.7722
118420,9.5746
118421,266.1646
118422,12.5027
118423,16.321199999999997
118424,753.9657000000001
118462,62.8779
118463,0.1133
118464,1086.3273
118465,0.0186
118466,0.2121
118467,0.3440999999999999
118468,5.3705
118469,293.68330000000003
118472,31.6882
118473,1908.1183
118474,5461.4297
118475,1.8596
118476,1.824
118477,123.6668
118478,1.4858000000000002
118479,313.9843
118480,11.1706
118481,1146.7119
118482,1834.756
118483,17.7929
118484,0.3878999999999999
118485,3.1779
118486,1.4124
118487,0.0085
118488,0.0719
118489,3.9242
118490,0.1178999999999999
118491,15.0439
118492,0.0144
118494,380.1248000000001
118498,46.459300000000006
118505,0.1341999999999999
118506,3165.4326
118508,62.6493
118509,24.284
118510,274.473
118524,39.651
118525,2706.166
118526,19.7474
118527,183.6775
118531,1011.0957
118532,58.9738
118533,2100.4486
118535,3836.1796
118537,256.8662
118539,901.6725
118540,782.7921000000001
118541,67.8134
118542,2.6326
118543,108.0797
118546,196.556
118547,11.2193
118548,47.4615
118549,4.1957
118550,26.1937
118551,1732.5251999999998
118557,787.3638000000001
118559,181.0544
118564,2148.1471
118569,678.196
118570,0.4795
118571,1.1047
118572,0.4095
118573,0.226
118574,20.4986
118575,1.3725999999999998
118576,0.1596
118577,2740.4507
118578,1.3146
118579,2.3714
118580,7.034299999999999
118581,295.23560000000003
118585,10006.2725
118587,4.4754000000000005
118588,0.6634
118589,1479.7488
118591,18.7409
118614,3.8652
118615,2386.4682000000003
118616,1.0229
118617,259.0222
118619,1.0724
118620,24.480500000000003
118624,427.7518
118625,7.7736
118632,16618.7596
118633,0.461
118634,176.62439999999998
118650,9421.8187
118651,0.7598999999999999
118652,86.1143
118654,0.1248
118655,0.1852
118656,7546.154899999999
118660,0.6995999999999999
118661,0.044
118662,23.8262
118663,1977.4642
118665,0.7164
118666,104.9455
118668,8172.295300000001
118669,1.4715
118670,36.4073
118672,1186.3032
118673,11.76
118674,6.702100000000001
118675,0.0509
118676,19.7461
118678,638.7962
118679,0.0262
118680,0.2726
118681,0.0231
118683,0.5152
118684,0.1377
118687,152.0033
118689,0.12
118691,12.1499
118692,607.1441
118693,11.5688
118695,270.5209
118696,10.1269
118698,6.9222
118700,2.9999
118701,25578.6918
118702,1.7021000000000002
118703,6.2959000000000005
118704,1.0858
118705,5.924600000000001
118706,3.2908
118709,6895.908399999999
118715,0.031
118716,1.0758
118717,0.0372
118718,35.1826
118719,16059.9799
118720,2.3284
118722,0.276
118724,262.7568
118725,1.9497
118726,248.7751
118727,1.9953
118729,0.5103
118736,1132.0106
118738,11.7795
118740,5.486599999999999
118741,2467.7603
118742,0.0024
118743,5.2167
118745,1.9793
118747,2750.8014000000003
118749,0.2030999999999999
118750,0.7120000000000001
118756,35.1819
118758,0.7277
118759,2128.0298000000003
118760,20.8679
118762,0.1357
118763,1352.2391
118767,3.5394
118769,37.3465
118770,0.015
118775,178.7636
118777,3.7178
118778,20288.0299
118780,474.2988
118781,0.8967
118782,14.3367
118784,905.5048
118785,0.0014
118786,3.3872000000000004
118788,1.4421000000000002
118790,3.6288
118791,770.8204
118793,5.7013
118794,270.0222
118796,6026.9472
118797,57.6202
118800,8.9735
118801,78.9654
118803,1225.0275
118804,0.691
118807,0.0146
118808,1.0224
118809,1.1704
118811,0.7829
118812,0.244
118814,7509.766500000001
118825,15585.0303
118826,88.3633
118834,16196.3985
118835,86.79129999999999
118837,771.5291000000001
118838,5.7029
118840,1628.5783
118841,0.6816
118842,0.0237999999999999
118843,0.0681
118844,0.0093
118859,12825.7494
118860,2.9766000000000004
118861,0.5152
118862,0.3663
118866,8.0916
118867,0.4492
118868,2.8212
118869,0.0882
118870,1.3421
118871,0.2105
118872,4.5684
118873,0.1286
118876,170.257
118877,4.9449000000000005
118878,0.0023
118880,0.0481
118881,4.039
118882,0.0558
118883,3.0639
118884,0.126
118901,52.444700000000005
118902,1833.7764
118903,2.5238
118904,2.2074000000000003
118906,2.5907
118907,2.6898
118908,0.4982999999999999
118909,0.006
118921,0.1459
118922,0.3531
118924,86.7617
118934,24.3617
118935,1171.2896
118942,15702.1821
118943,32.5496
118944,12.4904
118945,20.5819
118949,36.8635
118950,10152.6553
118954,301.2615
118955,32020.251
118959,14.2964
118960,18.3963
118961,14132.4892
118962,8.8699
118968,19964.3814
118969,2929.7284000000004
118978,11.9616
118979,680.7505
118986,8.5604
118987,25623.636
118988,237.0104
118989,24347.242
118992,0.1429
118994,25.9072
119015,5.649500000000001
119016,11821.1722
119017,174.9646
119018,10491.0846
119019,1009.9288
119020,28.210700000000003
119028,803.0164
119029,13.429200000000002
119053,591.3131
119057,40.1041
119058,16.6806
119059,206.4043
119060,2497.0324
119061,173.84040000000002
119062,4982.1092
119063,16756.095
119065,6915.8524
119066,945.1049
119068,0.8687999999999999
119069,379.7255
119070,21.6481
119071,3309.1361
119072,0.3071
119073,1.0075
119074,0.4813
119075,283.8747
119076,1866.2845
119077,40.6444
119080,2.8672000000000004
119081,1734.2883
119082,80.19229999999999
