Scheme_Code,Date,NAV
147708,2026-06-21,1000.9992
152300,2026-06-21,11.2349
152301,2026-06-21,10.0
151358,2026-06-21,1109.8733
147879,2026-06-21,1003.8972
141065,2026-06-21,10.0002
101714,2026-06-21,1001.5157
141066,2026-06-21,36.9289
141067,2026-06-21,10.0558
147886,2026-06-21,1003.5845
147884,2026-06-21,1000.5303
147883,2026-06-21,1376.4558
147881,2026-06-21,1001.0684
147880,2026-06-21,1000.1395
147878,2026-06-21,1371.4712
153920,2026-06-21,1035.9341
120249,2026-06-21,5082.4641
120248,2026-06-21,1035.2975
147839,2026-06-21,1000.0
147838,2026-06-21,1000.0
147837,2026-06-21,1380.3018
147836,2026-06-21,1374.0066
147835,2026-06-21,1000.6813
147834,2026-06-21,1000.6633
152327,2026-06-21,114.6314
147707,2026-06-21,1020.462
153021,2026-06-21,1088.0591
147534,2026-06-21,1404.6529
142589,2026-06-21,1000.0
147606,2026-06-21,1404.3295
147605,2026-06-21,1000.0088
147600,2026-06-21,1398.0461
102442,2026-06-21,1054.7184
102443,2026-06-21,1000.0
147570,2026-06-21,1409.2375
147569,2026-06-21,1403.9126
147566,2026-06-21,1241.7968
147565,2026-06-21,1400.2247
147564,2026-06-21,1410.0222
147563,2026-06-21,1413.4944
147558,2026-06-21,1379.2894
147557,2026-06-21,1000.2306
147556,2026-06-21,1403.924
147555,2026-06-21,1008.2399
147554,2026-06-21,1061.5562
147553,2026-06-21,1017.2693
147552,2026-06-21,1008.3711
147551,2026-06-21,1409.7043
147550,2026-06-21,1369.4595
147549,2026-06-21,1096.2369
147607,2026-06-21,1007.2321
147608,2026-06-21,1000.9556
147609,2026-06-21,1000.0
153035,2026-06-21,1105.6175
118578,2026-06-21,1002.8152
118579,2026-06-21,1021.9698
111707,2026-06-21,1001.1996
111705,2026-06-21,1001.6124
111704,2026-06-21,3182.8269
149991,2026-06-21,1284.014
149990,2026-06-21,1000.0
149989,2026-06-21,1283.984
149988,2026-06-21,1000.0
153036,2026-06-21,1103.1308
119764,2026-06-21,1222.81
143260,2026-06-21,1535.4697
143261,2026-06-21,1008.4379
143262,2026-06-21,1008.5053
143263,2026-06-21,1000.638
143264,2026-06-21,1000.6007
143265,2026-06-21,1002.1749
143266,2026-06-21,1002.159
143269,2026-06-21,1548.0693
119766,2026-06-21,5656.193
147212,2026-06-21,1000.0007
147211,2026-06-21,1000.0026
151833,2026-06-21,1221.926
153403,2026-06-21,1065.8518
153437,2026-06-21,1062.3276
153436,2026-06-21,10.6596
145963,2026-06-21,1001.9023
145964,2026-06-21,1002.6984
145965,2026-06-21,1003.5559
145966,2026-06-21,1002.4265
145967,2026-06-21,1003.1241
145968,2026-06-21,1488.0657
145969,2026-06-21,1001.9025
145970,2026-06-21,1002.7878
145971,2026-06-21,1498.4735
145972,2026-06-21,1002.7076
125349,2026-06-21,1000.6053
146061,2026-06-21,1450.6896
146062,2026-06-21,1459.3342
146063,2026-06-21,1001.4039
146065,2026-06-21,1000.0099
146066,2026-06-21,1000.0099
125345,2026-06-21,2143.5056
125343,2026-06-21,1005.8021
125342,2026-06-21,1000.6053
153438,2026-06-21,1068.3711
145946,2026-06-21,14.5781
146957,2026-06-21,1045.7226
145826,2026-06-21,100.0329
145810,2026-06-21,146.355
145811,2026-06-21,145.3508
145812,2026-06-21,100.005
146963,2026-06-21,1446.8763
146962,2026-06-21,1045.7226
146961,2026-06-21,1040.5793
145823,2026-06-21,100.0334
145824,2026-06-21,100.504
145825,2026-06-21,100.313
145827,2026-06-21,100.4893
146959,2026-06-21,1436.7018
145830,2026-06-21,100.005
145833,2026-06-21,100.3104
145834,2026-06-21,14.7499
146960,2026-06-21,1040.5793
119091,2026-06-21,5497.7045
119090,2026-06-21,1032.0598
153451,2026-06-21,1064.7199
119089,2026-06-21,1019.82
119088,2026-06-21,1032.2379
125337,2026-06-21,1005.8023
153280,2026-06-21,1090.8066
151834,2026-06-21,1035.9758
153281,2026-06-21,1000.0
146224,2026-06-21,10.0162
146226,2026-06-21,10.023
146227,2026-06-21,10.0076
146228,2026-06-21,10.0077
146229,2026-06-21,10.011
146230,2026-06-21,10.0224
146682,2026-06-21,1000.5032
146681,2026-06-21,1004.649
146680,2026-06-21,1001.5303
146679,2026-06-21,1000.5073
146678,2026-06-21,1436.7408
146677,2026-06-21,1004.6843
146676,2026-06-21,1001.5592
146675,2026-06-21,1442.1975
125259,2026-06-21,2128.0903
118901,2026-06-21,1001.3789
118902,2026-06-21,2761.3083
118903,2026-06-21,1008.0004
118904,2026-06-21,1108.3362
118906,2026-06-21,1019.3
118907,2026-06-21,3984.0274
146223,2026-06-21,10.0773
146222,2026-06-21,10.264
146220,2026-06-21,10.076
146186,2026-06-21,1318.9272
153282,2026-06-21,1078.3688
153283,2026-06-21,1000.0
146138,2026-06-21,1004.7568
146140,2026-06-21,1003.6055
146141,2026-06-21,1453.5985
146142,2026-06-21,1443.7655
146183,2026-06-21,1003.5496
146184,2026-06-21,1324.0602
146185,2026-06-21,1003.4929
146187,2026-06-21,1441.4183
146218,2026-06-21,10.2733
146188,2026-06-21,1000.0098
146189,2026-06-21,1001.1594
146190,2026-06-21,1000.0098
146191,2026-06-21,1452.9762
146192,2026-06-21,1000.2923
149313,2026-06-21,10.0
149312,2026-06-21,12.9994
149311,2026-06-21,10.0
149310,2026-06-21,12.9994
146977,2026-06-21,1426.5344
146978,2026-06-21,1000.0003
146979,2026-06-21,1000.0003
146980,2026-06-21,1438.2953
151847,2026-06-21,1033.811
151848,2026-06-21,1033.7803
151849,2026-06-21,1195.3863
151850,2026-06-21,1034.0342
151851,2026-06-21,1193.6165
151852,2026-06-21,1032.8859
149454,2026-06-21,1291.7249
149453,2026-06-21,1000.0
149452,2026-06-21,1291.7627
104484,2026-06-21,1002.7594
104485,2026-06-21,1019.8444
104486,2026-06-21,3807.6221
104488,2026-06-21,3354.9744
104489,2026-06-21,1005.2619
104492,2026-06-21,1008.3355
149451,2026-06-21,1000.0
147198,2026-06-21,1001.296
147197,2026-06-21,1000.0028
147196,2026-06-21,1431.0912
147195,2026-06-21,1000.8136
149446,2026-06-21,12.8995
151846,2026-06-21,1033.731
153570,2026-06-21,1062.4802
153571,2026-06-21,1061.823
119305,2026-06-21,1003.4633
151835,2026-06-21,1034.6939
151836,2026-06-21,1035.9747
151837,2026-06-21,1215.5854
103734,2026-06-21,37.2285
103735,2026-06-21,10.0597
103736,2026-06-21,10.0085
151838,2026-06-21,1035.9688
153586,2026-06-21,1039.7226
153585,2026-06-21,1003.2684
119304,2026-06-21,1002.2047
151845,2026-06-21,1034.0402
119303,2026-06-21,2700.8583
119302,2026-06-21,1006.6977
119301,2026-06-21,1001.552
151839,2026-06-21,1033.8241
151840,2026-06-21,1035.0744
151841,2026-06-21,1035.0735
151842,2026-06-21,1035.0702
151843,2026-06-21,1033.1412
151844,2026-06-21,1034.0265
149445,2026-06-21,10.0
149444,2026-06-21,10.0
149443,2026-06-21,12.8995
119125,2026-06-21,4004.6915
119135,2026-06-21,2714.0719
149396,2026-06-21,1288.0146
149395,2026-06-21,1000.0
149394,2026-06-21,1302.0386
152116,2026-06-21,1095.0453
147006,2026-06-21,1004.4391
147003,2026-06-21,1434.1315
147002,2026-06-21,1000.8051
147000,2026-06-21,1004.3339
119124,2026-06-21,1001.4663
119137,2026-06-21,1002.9901
119123,2026-06-21,1001.9538
146998,2026-06-21,1001.2621
146997,2026-06-21,1423.9074
151927,2026-06-21,1003.0467
151928,2026-06-21,1212.7843
151930,2026-06-21,1233.7447
119110,2026-06-21,4038.4257
119109,2026-06-21,1042.66
151932,2026-06-21,1101.9936
119136,2026-06-21,1002.0907
119138,2026-06-21,1004.0971
147194,2026-06-21,1000.0018
147160,2026-06-21,1002.9049
147193,2026-06-21,1424.3574
149415,2026-06-21,1000.0
149414,2026-06-21,1303.0648
149413,2026-06-21,1303.351
149412,2026-06-21,1000.0
147164,2026-06-21,1001.8867
147163,2026-06-21,1005.5133
147162,2026-06-21,1448.5714
147161,2026-06-21,1455.7128
147159,2026-06-21,1001.788
119139,2026-06-21,1033.6595
147158,2026-06-21,1001.0019
147157,2026-06-21,1453.7833
147156,2026-06-21,1001.1538
147154,2026-06-21,1001.0001
147153,2026-06-21,1439.5183
119164,2026-06-21,30.2483
119163,2026-06-21,10.0129
119162,2026-06-21,10.0146
119161,2026-06-21,10.0554
112210,2026-06-21,3085.9606
118909,2026-06-21,1562.8262
112212,2026-06-21,1003.2943
120388,2026-06-21,1000.956
148839,2026-06-21,1212.7646
148841,2026-06-21,1355.0206
120391,2026-06-21,1006.5023
101078,2026-06-21,10.4302
120390,2026-06-21,1003.31
120389,2026-06-21,3115.2908
148842,2026-06-21,1283.1248
148836,2026-06-21,1187.1432
148843,2026-06-21,1203.3471
152741,2026-06-21,1109.562
150631,2026-06-21,1243.6699
150632,2026-06-21,1233.8624
148413,2026-06-21,41.4437
120534,2026-06-21,1005.8604
148837,2026-06-21,1239.5564
148834,2026-06-21,1211.8456
115489,2026-06-21,1443.5953
140192,2026-06-21,3619.4524
140183,2026-06-21,1088.5445
140184,2026-06-21,2156.0303
140185,2026-06-21,1216.2
140188,2026-06-21,2452.0174
140189,2026-06-21,2064.4053
140190,2026-06-21,3543.822
140193,2026-06-21,1194.4512
148833,2026-06-21,1344.4716
140194,2026-06-21,2105.7435
140195,2026-06-21,2174.8563
140196,2026-06-21,3619.4782
140197,2026-06-21,1010.0027
140198,2026-06-21,3619.4916
140199,2026-06-21,2476.8627
120535,2026-06-21,1073.7251
120536,2026-06-21,1087.968
138301,2026-06-21,100.5387
112647,2026-06-21,10.0549
112715,2026-06-21,1002.1569
112714,2026-06-21,1006.087
115400,2026-06-21,1006.2067
115401,2026-06-21,1001.4576
112713,2026-06-21,2812.2836
112712,2026-06-21,1000.9559
112646,2026-06-21,10.0149
138299,2026-06-21,365.3651
112645,2026-06-21,10.0261
154056,2026-06-21,100.1692
154055,2026-06-21,100.1686
154054,2026-06-21,101.3007
115402,2026-06-21,1002.4477
154053,2026-06-21,100.06
115399,2026-06-21,1003.422
115398,2026-06-21,2665.5431
148414,2026-06-21,41.4437
154070,2026-06-21,1028.7012
120537,2026-06-21,3842.4697
138285,2026-06-21,100.304
138287,2026-06-21,117.0581
138288,2026-06-21,360.6719
138289,2026-06-21,100.5382
138297,2026-06-21,130.2116
138298,2026-06-21,116.6249
154083,2026-06-21,10.0
154084,2026-06-21,10.2526
154085,2026-06-21,10.0
154086,2026-06-21,10.2569
101185,2026-06-21,5006.0885
101184,2026-06-21,1000.1751
140182,2026-06-21,3543.8189
140181,2026-06-21,1312.1742
140180,2026-06-21,1250.6154
139388,2026-06-21,1000.0
139534,2026-06-21,1001.7781
139390,2026-06-21,1000.0
139389,2026-06-21,1821.2546
118363,2026-06-21,1362.0646
118364,2026-06-21,3380.9507
118365,2026-06-21,1012.4236
118366,2026-06-21,1001.6663
100837,2026-06-21,5989.5236
139889,2026-06-21,17.7596
139890,2026-06-21,17.7596
139891,2026-06-21,10.0
139892,2026-06-21,10.0
118367,2026-06-21,1007.451
100833,2026-06-21,1267.1403
139535,2026-06-21,1280.288
139536,2026-06-21,1003.4989
139537,2026-06-21,1802.1906
139538,2026-06-21,1823.4753
139541,2026-06-21,1009.9103
118308,2026-06-21,1001.4281
118307,2026-06-21,1005.5
118306,2026-06-21,1005.3457
118305,2026-06-21,3355.4313
120839,2026-06-21,14.6932
120838,2026-06-21,15.8172
120837,2026-06-21,44.8654
120836,2026-06-21,13.184
118304,2026-06-21,2401.2387
139585,2026-06-21,1.0
139584,2026-06-21,1.8007
139583,2026-06-21,1.0
100835,2026-06-21,5596.6863
100838,2026-06-21,1034.8759
140178,2026-06-21,1231.9737
120407,2026-06-21,11.0151
100547,2026-06-21,1000.0
100546,2026-06-21,4171.6014
100541,2026-06-21,1509.0075
100538,2026-06-21,6234.0013
100537,2026-06-21,1244.2967
120408,2026-06-21,43.3626
120406,2026-06-21,76.3774
100842,2026-06-21,1524.28
100874,2026-06-21,1032.2214
100875,2026-06-21,1019.82
100876,2026-06-21,1031.9991
152555,2026-06-21,1132.0314
140176,2026-06-21,3222.8148
140177,2026-06-21,1154.9066
100548,2026-06-21,1037.0305
120411,2026-06-21,10.4302
100868,2026-06-21,5434.1417
150499,2026-06-21,1265.2778
140086,2026-06-21,1000.0
150500,2026-06-21,1000.0
150501,2026-06-21,1000.0
150502,2026-06-21,1265.2974
100855,2026-06-21,1592.9747
100853,2026-06-21,1531.3785
139235,2026-06-21,1831.1727
139386,2026-06-21,30.146
139387,2026-06-21,1820.8486
100852,2026-06-21,1528.74
100851,2026-06-21,6759.3649
100844,2026-06-21,1213.4647
100843,2026-06-21,1334.0283
154052,2026-06-21,101.3427
139582,2026-06-21,1.8007
147936,2026-06-21,1381.7219
151193,2026-06-21,12.453
154010,2026-06-21,1036.846
154011,2026-06-21,1038.0169
151190,2026-06-21,12.4478
101407,2026-06-21,3866.2495
112340,2026-06-21,1004.028
100234,2026-06-21,75.4952
100244,2026-06-21,42.731
100247,2026-06-21,43.4073
115995,2026-06-21,1005.8362
115994,2026-06-21,1004.0733
115993,2026-06-21,1002.9746
115992,2026-06-21,1002.0894
140437,2026-06-21,10.0
115991,2026-06-21,2678.6505
147953,2026-06-21,1000.0003
147952,2026-06-21,1000.0
147951,2026-06-21,1385.9335
147949,2026-06-21,1003.6341
147948,2026-06-21,1003.6659
151191,2026-06-21,12.3917
100233,2026-06-21,11.0125
152638,2026-06-21,1086.7645
150369,2026-06-21,1260.6517
154402,2026-06-21,1000.8964
154399,2026-06-21,1254.1346
154398,2026-06-21,1000.0101
154396,2026-06-21,1000.8661
154395,2026-06-21,1000.014
154394,2026-06-21,1258.0814
112213,2026-06-21,1007.0258
154051,2026-06-21,103.0426
151195,2026-06-21,12.4031
150368,2026-06-21,1255.7431
101408,2026-06-21,4685.8632
152891,2026-06-21,109.5681
112636,2026-06-21,29.9662
154047,2026-06-21,102.9988
154050,2026-06-21,100.1735
154049,2026-06-21,100.06
101549,2026-06-21,24.1738
154048,2026-06-21,100.1675
103340,2026-06-20,409.8244
147739,2026-06-20,1388.5482
147736,2026-06-20,1397.0159
145535,2026-06-20,1458.6893
145536,2026-06-20,1467.8706
147737,2026-06-20,1000.0247
147738,2026-06-20,1003.6779
147742,2026-06-20,1003.6182
147740,2026-06-20,1000.4263
147741,2026-06-20,1000.4362
120197,2026-06-20,414.2165
147743,2026-06-20,1000.0069
111645,2026-06-20,1158.4414
118859,2026-06-20,2955.3079
151908,2026-06-20,1000.0
118861,2026-06-20,1075.8332
118862,2026-06-20,1216.8731
118860,2026-06-20,1140.7766
111646,2026-06-20,2902.1547
111644,2026-06-20,1153.1692
153045,2026-06-20,1090.6368
111647,2026-06-20,1066.4347
148637,2026-06-19,18.98
148600,2026-06-19,23.44
149234,2026-06-19,13.228
148602,2026-06-19,16.593
148744,2026-06-19,20.6181
148601,2026-06-19,15.15
148745,2026-06-19,21.1665
148746,2026-06-19,21.1662
148662,2026-06-19,29.1296
148598,2026-06-19,22.6
148599,2026-06-19,14.46
149256,2026-06-19,13.9504
149191,2026-06-19,13.2835
149190,2026-06-19,13.2835
149189,2026-06-19,13.1879
148593,2026-06-19,18.16
149228,2026-06-19,10.4962
148592,2026-06-19,19.37
148591,2026-06-19,18.18
148603,2026-06-19,16.593
148734,2026-06-19,20.7204
148743,2026-06-19,20.6177
148606,2026-06-19,18.117
149194,2026-06-19,13.2491
149251,2026-06-19,13.9996
149252,2026-06-19,13.7056
149253,2026-06-19,13.7054
149254,2026-06-19,14.372
149255,2026-06-19,14.171
148727,2026-06-19,13.4175
148608,2026-06-19,21.521
148728,2026-06-19,11.4018
149257,2026-06-19,13.9494
148658,2026-06-19,16.48
148729,2026-06-19,14.1207
148730,2026-06-19,12.0709
148731,2026-06-19,23.1444
148605,2026-06-19,18.118
149235,2026-06-19,13.1469
148732,2026-06-19,22.7728
148733,2026-06-19,25.243
148590,2026-06-19,16.99
149258,2026-06-19,11.627
149188,2026-06-19,13.1885
149268,2026-06-19,18.4446
148756,2026-06-19,13.6662
148757,2026-06-19,13.358
148573,2026-06-19,17.74
148572,2026-06-19,41.0677
148571,2026-06-19,26.8916
148569,2026-06-19,20.2739
148567,2026-06-19,29.7922
149266,2026-06-19,13.4
149269,2026-06-19,16.8193
148754,2026-06-19,13.26
149270,2026-06-19,16.8192
148566,2026-06-19,17.8529
149233,2026-06-19,13.1469
149271,2026-06-19,18.4425
148661,2026-06-19,28.5309
148660,2026-06-19,10.69
148659,2026-06-19,10.86
149232,2026-06-19,13.228
148755,2026-06-19,13.6697
148753,2026-06-19,16.44
149196,2026-06-19,13.1648
148576,2026-06-19,17.776
149259,2026-06-19,13.4018
149260,2026-06-19,12.4046
149261,2026-06-19,14.4494
149229,2026-06-19,10.4962
149262,2026-06-19,16.1009
149263,2026-06-19,13.4
149264,2026-06-19,14.23
149265,2026-06-19,14.23
149230,2026-06-19,10.9739
148752,2026-06-19,14.55
149231,2026-06-19,10.9739
148575,2026-06-19,18.128
148574,2026-06-19,18.133
148747,2026-06-19,19.9172
148748,2026-06-19,19.3834
148749,2026-06-19,17.3255
148750,2026-06-19,17.8026
148751,2026-06-19,17.84
149195,2026-06-19,13.2486
148657,2026-06-19,15.01
148636,2026-06-19,14.28
148726,2026-06-19,26.5775
149201,2026-06-19,13.0612
148698,2026-06-19,19.8505
148703,2026-06-19,21.6455
148704,2026-06-19,21.0928
148705,2026-06-19,13.6343
148642,2026-06-19,21.217
149249,2026-06-19,13.1011
149227,2026-06-19,13.1954
148691,2026-06-19,19.851
148706,2026-06-19,10.5278
148707,2026-06-19,10.2548
148708,2026-06-19,10.1489
148690,2026-06-19,16.1707
148709,2026-06-19,13.6359
149200,2026-06-19,13.1565
148689,2026-06-19,14.8595
148710,2026-06-19,10.1288
148711,2026-06-19,14.0128
148712,2026-06-19,10.5451
148641,2026-06-19,20.6925
148697,2026-06-19,15.6654
148696,2026-06-19,14.4751
149246,2026-06-19,13.2181
148635,2026-06-19,17.59
148634,2026-06-19,20.81
148633,2026-06-19,16.26
148632,2026-06-19,17.43
148640,2026-06-19,15.41
149248,2026-06-19,13.1017
149247,2026-06-19,13.2199
148692,2026-06-19,15.6637
148693,2026-06-19,16.1685
149240,2026-06-19,13.1176
148694,2026-06-19,21.2111
148695,2026-06-19,19.149
149241,2026-06-19,13.0714
149208,2026-06-19,13.0771
148631,2026-06-19,19.43
148624,2026-06-19,23.137
149210,2026-06-19,13.1954
148758,2026-06-19,13.3579
148713,2026-06-19,10.259
149199,2026-06-19,13.1563
149198,2026-06-19,13.0603
148618,2026-06-19,29.4703
148653,2026-06-19,24.85
148620,2026-06-19,64.6377
148654,2026-06-19,17.76
148719,2026-06-19,17.3397
148720,2026-06-19,17.3397
148619,2026-06-19,29.4702
148721,2026-06-19,17.8637
148722,2026-06-19,17.8637
148617,2026-06-19,27.107
148651,2026-06-19,26.47
148616,2026-06-19,27.1068
148611,2026-06-19,19.627
148610,2026-06-19,24.629
148609,2026-06-19,26.558
148723,2026-06-19,25.8258
149197,2026-06-19,13.1647
148724,2026-06-19,25.8258
148725,2026-06-19,26.5775
148652,2026-06-19,19.27
148718,2026-06-19,10.3305
148714,2026-06-19,10.1289
148666,2026-06-19,24.8212
148715,2026-06-19,13.705
148688,2026-06-19,14.8617
148687,2026-06-19,14.475
148686,2026-06-19,20.3629
148685,2026-06-19,20.3607
148684,2026-06-19,19.1485
148683,2026-06-19,21.2224
149250,2026-06-19,14.196
148665,2026-06-19,23.5396
148717,2026-06-19,10.3572
148664,2026-06-19,24.8212
148663,2026-06-19,23.5396
148643,2026-06-19,20.6925
148623,2026-06-19,23.239
148622,2026-06-19,21.357
148621,2026-06-19,21.33
148716,2026-06-19,10.1501
148644,2026-06-19,21.217
149224,2026-06-19,13.0769
149147,2026-06-19,13.3898
148763,2026-06-19,30.4087
148919,2026-06-19,18.03
148945,2026-06-19,20.0361
148946,2026-06-19,20.035
148947,2026-06-19,21.4407
149038,2026-06-19,13.4949
149037,2026-06-19,13.787
149036,2026-06-19,13.4949
149035,2026-06-19,13.4949
149034,2026-06-19,13.787
149033,2026-06-19,13.787
149032,2026-06-19,14.06
148948,2026-06-19,19.6292
148949,2026-06-19,19.6292
149031,2026-06-19,14.75
149030,2026-06-19,13.4462
149029,2026-06-19,13.4464
149028,2026-06-19,11.178
149027,2026-06-19,12.7659
149026,2026-06-19,12.7685
149025,2026-06-19,13.475
149024,2026-06-19,12.7683
149023,2026-06-19,10.1762
149022,2026-06-19,10.0473
149021,2026-06-19,12.7648
149020,2026-06-19,17.28
149019,2026-06-19,18.74
149018,2026-06-19,13.5364
148950,2026-06-19,19.6292
148944,2026-06-19,19.5688
148943,2026-06-19,19.5686
148934,2026-06-19,159.3182
149048,2026-06-19,1376.1462
149066,2026-06-19,20.6164
149065,2026-06-19,13.5004
149064,2026-06-19,13.5003
149063,2026-06-19,13.5636
149062,2026-06-19,13.5618
149055,2026-06-19,1362.4362
149054,2026-06-19,1014.5779
149053,2026-06-19,1019.5161
149052,2026-06-19,1323.6044
149051,2026-06-19,1020.2827
149050,2026-06-19,1002.1027
149049,2026-06-19,1400.1578
149047,2026-06-19,1340.5718
149039,2026-06-19,15.8119
149046,2026-06-19,1302.0304
149045,2026-06-19,13.4069
149044,2026-06-19,13.5002
148921,2026-06-19,21.83
149043,2026-06-19,13.5002
149042,2026-06-19,13.407
149041,2026-06-19,119.5868
149040,2026-06-19,15.653
148922,2026-06-19,25.6535
148923,2026-06-19,25.6237
148924,2026-06-19,27.8575
148925,2026-06-19,27.7051
148951,2026-06-19,21.4407
148952,2026-06-19,21.4407
148957,2026-06-19,160.5956
148985,2026-06-19,16.991
148990,2026-06-19,20.63
148989,2026-06-19,19.51
148988,2026-06-19,16.35
148987,2026-06-19,17.934
148986,2026-06-19,19.224
148962,2026-06-19,18.923
148963,2026-06-19,18.9232
148964,2026-06-19,18.3313
148965,2026-06-19,18.3316
148966,2026-06-19,13.4365
148967,2026-06-19,13.5262
148968,2026-06-19,13.5262
148984,2026-06-19,15.742
148992,2026-06-19,15.98
148983,2026-06-19,16.7
148982,2026-06-19,16.7
148969,2026-06-19,13.4365
148970,2026-06-19,17.8805
148971,2026-06-19,16.1021
148981,2026-06-19,17.78
148980,2026-06-19,17.81
148979,2026-06-19,15.672
148978,2026-06-19,15.915
148976,2026-06-19,15.912
148974,2026-06-19,15.672
148973,2026-06-19,17.1024
148991,2026-06-19,17.45
148993,2026-06-19,17.28
149017,2026-06-19,13.5346
149004,2026-06-19,13.4949
149016,2026-06-19,13.4675
149015,2026-06-19,13.4675
149014,2026-06-19,1033.4122
149013,2026-06-19,1342.4292
149012,2026-06-19,1288.2221
149011,2026-06-19,1342.52
149010,2026-06-19,1288.2289
149009,2026-06-19,1032.842
149008,2026-06-19,25.1097
149007,2026-06-19,13.787
149006,2026-06-19,13.4949
149005,2026-06-19,13.4949
149003,2026-06-19,13.4949
148994,2026-06-19,17.28
149002,2026-06-19,13.787
149001,2026-06-19,13.787
149000,2026-06-19,13.787
148999,2026-06-19,13.5086
148958,2026-06-19,15.9939
148959,2026-06-19,15.7521
148960,2026-06-19,10.7552
148961,2026-06-19,11.0004
148998,2026-06-19,13.5086
148997,2026-06-19,13.4228
148996,2026-06-19,13.4228
148995,2026-06-19,15.98
148920,2026-06-19,19.31
148918,2026-06-19,20.37
148768,2026-06-19,13.9371
148917,2026-06-19,1303.034
149157,2026-06-19,14.5194
149156,2026-06-19,119.2849
148972,2026-06-19,18.8873
149146,2026-06-19,13.3025
149145,2026-06-19,13.3026
149144,2026-06-19,13.3898
148807,2026-06-19,25.9619
149143,2026-06-19,14.2481
149142,2026-06-19,13.2908
149141,2026-06-19,17.0548
149140,2026-06-19,15.9101
149135,2026-06-19,16.5461
149134,2026-06-19,16.5457
149133,2026-06-19,15.805
149132,2026-06-19,15.8048
149131,2026-06-19,13.2314
